Rank,Team,2022,Last 3,Last 1,Home,Away,2021
1,Dallas,0.1,0.0,0.0,0.0,0.2,0.2
1,NY Jets,0.1,0.0,0.0,0.0,0.2,0.0
1,Miami,0.1,0.3,0.0,0.0,0.2,0.1
4,Atlanta,0.1,0.0,0.0,0.0,0.2,0.0
4,New England,0.1,0.0,0.0,0.2,0.0,0.0
6,Washington,0.0,0.0,0.0,0.0,0.0,0.0
6,Pittsburgh,0.0,0.0,0.0,0.0,0.0,0.1
6,New Orleans,0.0,0.0,0.0,0.0,0.0,0.1
6,Las Vegas,0.0,0.0,0.0,0.0,0.0,0.0
6,Detroit,0.0,0.0,0.0,0.0,0.0,0.0
6,Chicago,0.0,0.0,0.0,0.0,0.0,0.0
6,Jacksonville,0.0,0.0,0.0,0.0,0.0,0.0
6,San Francisco,0.0,0.0,0.0,0.0,0.0,0.1
6,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0
6,Cleveland,0.0,0.0,0.0,0.0,0.0,0.0
6,Houston,0.0,0.0,0.0,0.0,0.0,0.0
6,Tampa Bay,0.0,0.0,0.0,0.0,0.0,0.0
6,Arizona,0.0,0.0,0.0,0.0,0.0,0.0
6,Kansas City,0.0,0.0,0.0,0.0,0.0,0.0
6,Denver,0.0,0.0,0.0,0.0,0.0,0.0
6,Buffalo,0.0,0.0,0.0,0.0,0.0,0.1
6,Carolina,0.0,0.0,0.0,0.0,0.0,0.1
6,LA Chargers,0.0,0.0,0.0,0.0,0.0,0.0
6,NY Giants,0.0,0.0,0.0,0.0,0.0,0.0
6,LA Rams,0.0,0.0,0.0,0.0,0.0,0.0
6,Green Bay,0.0,0.0,0.0,0.0,0.0,0.0
6,Cincinnati,0.0,0.0,0.0,0.0,0.0,0.0
6,Baltimore,0.0,0.0,0.0,0.0,0.0,0.0
6,Seattle,0.0,0.0,0.0,0.0,0.0,0.0
6,Philadelphia,0.0,0.0,0.0,0.0,0.0,0.1
6,Minnesota,0.0,0.0,0.0,0.0,0.0,0.0
6,Indianapolis,0.0,0.0,0.0,0.0,0.0,0.1
